Product_Name,Product_Price,Product_MRP_Price,Ratings,Review_Count,Screen Resolution,Screen_Size,Brand_Name,Refresh_Rate,Monitor_Category,Model_Number
"Samsung 32 Inch UHD Resolution Monitor with IPS Panel, USB Type C, HDR 600 Support,DCI-P3 98%, Matte Display, 3-Sided Borderless Design, Height Adjustable, Energy Saving (LS32B800PXWXXL), Black","54,999","M.R.P: ₹90,000₹90,000",3.0 out of 5 stars,1,"Display Resolution Maximum 3,840 x 2,160 Pixels",Screen Size 32 Inches,Brand Samsung,Refresh Rate 60 Hz,Generic Name MONITOR,Item model number LS32B800PXWXXL
"Dell 26.96"" (68.47 cm) 4K USB-C Hub Monitor-P2723QE, 4K UHD 3840x2160 at 60 Hz, IPS-Panel, Adjustability- Height, Pivot (Rotation), Swivel, Tilt, HDMI, DisplayPort 1.4, USB-C, 4 x USB 3.2, LAN (RJ-45)",Does not exist,Does not exist,4.5 out of 5 stars,25,Display Resolution Maximum 3840 x 2160,Screen Size 1 Inches,Brand Dell,Refresh Rate 60,Generic Name 4k Monitor,Item model number DELL-P2723QE
"ASUS 23.8” 1080P Monitor (VZ24EHE) - Full HD, IPS, 75Hz, 1ms, Adaptive-Sync/FreeSync, Low Blue Light, Flicker Free, Ultra-Slim, VESA Mountable, Frameless, HDMI, VGA","10,549","M.R.P: ₹17,999₹17,999",4.4 out of 5 stars,101,Display Resolution Maximum 1920 x 1080 Pixels,Screen Size 23.8 Inches,Brand ASUS,Refresh Rate 75 Hz,Generic Name MONITOR,Item model number VZ24EHE
"Dell-S2522HG (62.23 cm) FHD Gaming Monitor 1920 x 1080 at 240Hz, IPS Panel,Built-in Devices USB 3.2 Gen 1 hub, Brightness 400 cd/m², 99% sRGB, 16.7M Colors, Comfortview Technology, 3 Year Warranty","27,799","M.R.P: ₹32,104₹32,104",4.5 out of 5 stars,691,Display Resolution Maximum 1920 X 1080 (FHD) Pixels,Screen Size 24.5 Inches,Brand Dell,Refresh Rate 240,"Generic Name DELL 25"" MONITOR",Item model number S2522HG
"BenQ ZOWIE XL2411K 24""(61cm)Premium Esports Grade TN Panel Monitor with Height Adjustment-Full HD,144Hz, 1ms,320nits,DyAc,Black eQualizer,Color Vibrance,XL Setting to Share,HDMI,DP,Matte Finish(Gray)","19,299","M.R.P: ₹32,000₹32,000",4.5 out of 5 stars,"3,025",Display Resolution Maximum 1920 x 1080 Pixels,Screen Size 24 Inches,Brand BenQ,Refresh Rate 144 Hz,Generic Name Monitor,Item model number XL2411K
"Samsung 43-inch(108cm) Odyssey Neo G7 UHD, 144Hz, 1 ms, Flat Gaming Monitor, Smart TV, Gaming Hub, Quantum Mini LED, HDR600, Game Bar, AMD FreeSync Premium Pro, (LS43CG700NWXXL, Black)","75,299","M.R.P: ₹80,000₹80,000",3.8 out of 5 stars,4,Display Resolution Maximum 3840 x 2160 Pixels,Screen Size 43 Inches,Brand Samsung,Refresh Rate 144 Hz,Generic Name Monitor,Item model number LS43CG700NWXXL
"GIGABYTE G27F 2 cm 68.58 cm (27"") 165Hz (170Hz OC) 1080P Gaming Monitor, 1920 x 1080 SS IPS Display, 1ms (MPRT) Response Time, 90% DCI-P3 /130% sRGB, FreeSync Premium, Black","16,400","M.R.P: ₹48,000₹48,000",4.5 out of 5 stars,14,Display Resolution Maximum 1920 x 1080 Pixels,Screen Size 27 Inches,Brand GIGABYTE,Refresh Rate 165 Hz,Generic Name Monitors,Item model number 9DG27F2-00-1ABIN
"ASUS Tuf Gaming 23.8 Inch 1080P LED Monitor(Vg247Q1A)-Full Hd,165Hz(Supports 144Hz) 1Ms,Extreme Low Motion Blur,Adaptive-Sync,Freesync Premium,Shadow Boost,Speakers,Eye Care,Hdmi,Displayport,Black","13,999","M.R.P: ₹25,999₹25,999",4.5 out of 5 stars,326,Display Resolution Maximum 1920 x 1080 Pixels,Screen Size 23.8 Inches,Brand ASUS,Refresh Rate 165 Hz,Generic Name Monitors,Item model number VG247Q1A
Dorca Monitor Dust Cover for LG Ultragear (27 inch) IPS FHD Gaming Monitor 27GL650F 2021 Release - Black,299,M.R.P: ₹400₹400,4.7 out of 5 stars,7,None,Screen Size 27 Inches,Brand Dorca,Refresh Rate 60 Hz,Generic Name screen cover,Item model number Monitorcover-desktop-mar2022-113
"LG 24-inch (60cm), Full HD (1920x1080 Pixels) Slim IPS Panel Monitor, HDMI x 2, VGA Port, 75 Hz Refresh Rate, AMD Freesync, 3 Side Borderless Slim Design - 24MK600M-W, White","9,999","M.R.P: ₹14,000₹14,000",4.1 out of 5 stars,38,Display Resolution Maximum 1920x1080,Screen Size 23.8 Inches,Brand LG,Refresh Rate 60,Generic Name PC Monitor,Item model number 24MK600M-W
"GIGABYTE M28U, 28 Inch (71.12 Cm) 144Hz 4K 3840 X 2160 Pixels, LCD Gaming Monitor, Ss IPS Display, Freesync Premium Pro with Kvm Feature, 1Ms Response Time, Black",Does not exist,Does not exist,3.8 out of 5 stars,12,Display Resolution Maximum 3840 x 2160 Pixels,Screen Size 28 Inches,Brand GIGABYTE,Refresh Rate 144 Hz,Generic Name Monitor,Item model number M28U
"AOC 23.8-inch LED 1920 x 1080 Pixels Monitor with Display Port, HDMI Port, Ultra Slim - 24V2Q (Black)","10,490","M.R.P: ₹16,990₹16,990",4.4 out of 5 stars,287,Display Resolution Maximum 1920 x 1080 (Full HD),Screen Size 23.8 Inches,Brand AOC,Refresh Rate 75 Hz,Generic Name monitor,Item model number 24V2Q
"BenQ Sw272Q,Pro Photo&Video Editing 2K Monitor,27""Ips Art Panel,99%Adobergb,98%P3,Hdr10,H/W Calibration,Pantone Validated,Deltae<1.5,Hdmi,Dp,Card Reader,Usb-C(90W)Shading Hood,Wireless Controller,Grey","64,990","M.R.P: ₹84,990₹84,990",4.3 out of 5 stars,9,Display Resolution Maximum 2560 x 1440 Pixels,Screen Size 27 Inches,Brand BenQ,Refresh Rate 60 Hz,Generic Name Monitor,Item model number SW272Q
"LAPCARE Led Monitor Lm154-15.1''(38.36Cm) - Vga & Hdmi, Black","2,469","M.R.P: ₹5,549₹5,549",1.0 out of 5 stars,1,Display Resolution Maximum 1024 x 768,Screen Size 15.1 Inches,Brand Lapcare,Refresh Rate 60 Hz,Generic Name Monitor,Item model number LM154
"AMAIRIYCA 7 Inch Industrial Tft LCD Monitor Car CCTV Monitor Hdmi/Vga/Av Interface Rear View Monitor, Black","5,599","M.R.P: ₹8,999₹8,999",3.5 out of 5 stars,2,Display Resolution Maximum 7 inch Pixels,Screen Size 7 Inches,Brand AMAIRIYCA,Refresh Rate 60 Hz,Generic Name monitor,Item model number 7 inch Color TFT LCD
"LG 27.6 (70.1cm) 16:18 DualUp Monitor with Ergo Stand and USB Type-C, Nano IPS Display, DCI-P3 98% (Typ.), USB Type-C (90W Power Delivery), Built-in KVM, Ambient Light Sensor (28MQ780)",Does not exist,Does not exist,5.0 out of 5 stars,13,Display Resolution Maximum 2560 x 2880 Pixels,Screen Size 28 Inches,Brand LG,Refresh Rate 60 Hz,Generic Name Monitor,Item model number 28MQ780-B.ATR
"Eyoyo 12"" Inch Tft Lcd Monitor With Av Hdmi Bnc Vga Input 1366X768 Portable Mini Hd Color Screen Display With Built-In Speaker, Black, Pack of 1","18,999",Does not exist,4.2 out of 5 stars,935,Display Resolution Maximum 1366x768,Screen Size 11.6 Inches,Brand Eyoyo,Refresh Rate 60 Hz,Generic Name monitor,Item model number EM12B
"MSI MAG 274UPF 27 Inch 4K UHD Esports Gaming Monitor - 3840 x 2160 IPS Panel, 144 Hz / 1ms, G-SYNC Compatible, Adjustable Stand/VESA - Display Port 1.4a & HDMI 2.1 & Type C Port","47,999","M.R.P: ₹78,000₹78,000",5.0 out of 5 stars,1,Display Resolution Maximum 3840 x 2160 Pixels,Screen Size 27 Inches,Brand MSI,Refresh Rate 144 Hz,Generic Name Monitor,Item model number MAG 274UPF
"ZEBRONICS A27FHD LED, Gaming Monitor, 27 inch (68.58cm), 300 nits, 165hz, Slim Design, FHD, 1080p, Wall Mountable, HDMI, DisplayPort, USB Port, Metal Stand, Built-in Speakers","11,999","M.R.P: ₹37,999₹37,999",3.8 out of 5 stars,"1,648",Display Resolution Maximum 1920 X 1080 (FHD) Pixels,Screen Size 68.5 Centimetres,Brand ZEBRONICS,Refresh Rate 165 Hz,"Generic Name Zebronics ZEB-A27FHD Slim Gaming LED monitor with 68.5cm (27”) wide screen, Full HD 1920x1080, 165Hz refresh rate, Display port, HDMI, 300cd/m² brightness, USB, Built in speaker and wall mountable",Item model number ZEB-A27FHD
"Samsung 25-inch(62.2cm) FHD, IPS Gaming, 240Hz, 1ms Flat Monitor, 1920 x 1080 Pixels, Height Adjustable Stand, HDR10, Nvidia G-Sync Compatible, Ultrawide Game View (LS25BG400EWXXL, Black)","19,200","M.R.P: ₹26,900₹26,900",4.4 out of 5 stars,181,"Display Resolution Maximum 1,920 x 1,080 Pixels",Screen Size 25 Inches,Brand Samsung,Refresh Rate 240 Hz,Generic Name MONITOR,Item model number LS25BG400EWXXL
"Samsung 24-inch(60.50cm) Gaming, FHD, 144 Hz, 1 Ms, Flat Monitor, HAS, 3-Sided Borderless Display, Eye-Saver Mode, AMD FreeSync Premium, (LS24AG304NWXXL, Black)","13,299","M.R.P: ₹14,999₹14,999",4.2 out of 5 stars,25,"Display Resolution Maximum 1,920 x 1,080 Pixels",Screen Size 24 Inches,Brand Samsung,Refresh Rate 144 Hz,Generic Name Monitor,Item model number LS24AG304NWXXL
"Elista - Els-Vs16Hd, 15.1 Inch (38.3 Cm) 1024 X 768 Pixels, Led Monitor with Hdmi and Vga Port, Slim Bezel, Stand and Wall Mountable Led (Hdmi+Vga), Black",Does not exist,Does not exist,3.1 out of 5 stars,60,Display Resolution Maximum 1024 x 768 Pixels,Screen Size 15.1 Inches,Brand Elista,Refresh Rate 60 Hz,Generic Name LED Monitor,Item model number ELS-VS16HD LED ( VGA+HDMI)
"Lenovo LED ThinkVision 1920 x 1080 Pixels S22e-20 21.5"" 54.61cms FHD VA 250 Nits Monitor, VGA and HDMI Ports, 75Hz Refresh Rate, AMD Free Sync, (62C6KAR1WW)-Raven Black","7,499","M.R.P: ₹21,900₹21,900",4.1 out of 5 stars,7,Display Resolution Maximum 1920 x 1080 Pixels,Screen Size 21.5 Inches,Brand Lenovo,Refresh Rate 75 Hz,Generic Name Monitor,Item model number ThinkVision S22e-20
"AOC - C24G1, 24 Inch (60.96 Cm) 1920 X 1080 Pixels, Curved Gaming Led Monitor with Vga Port, Hdmi*2 Port, Display Port, 144Hz Refresh Rate (Black)","19,999","M.R.P: ₹24,490₹24,490",4.5 out of 5 stars,"10,166",Display Resolution Maximum 1920 x 1080 (Full HD),Screen Size 24 Inches,Brand AOC,Refresh Rate 144 Hz,Generic Name Monitor,Item model number C24G1
LAPCARE 15.4-inch (39.1-cm) Slim 720p HD LED Backlit Computer Monitor (VGA + HDMI) - (Black) (LM154H),"2,999","M.R.P: ₹6,249₹6,249",3.4 out of 5 stars,218,Display Resolution Maximum 720p HD Ready Pixels,Screen Size 15.4 Inches,Brand Lapcare,Refresh Rate 60 Hz,Generic Name Monitor,Item model number LM154H
"(Refurbished) ASUS ProArt PA279CV 27"" Professional Monitor, 4K (3840x2160), IPS, 100% sRGB, PD 65W, â–³E< 2","43,599","New Price: ₹54,499₹54,499",3.6 out of 5 stars,27,Display Resolution Maximum 3840 x 2160 Pixels,Screen Size 27 Inches,Brand ASUS,Refresh Rate 60 Hz,Generic Name monitor,Item model number PA279CV-cr
Acer V196L 19 Inch Square 1280 X 1024 (SXGA) Resolution LCD Monitor with LED Back Light I 250 Nits Brightness I 5 MS Response Time I TCO Certified I VGA & DVI Ports (Black),"9,606","M.R.P: ₹15,150₹15,150",4.0 out of 5 stars,67,Display Resolution Maximum 1280 x 1024 (SXGA),Screen Size 19 Inches,Brand Acer,Refresh Rate 75,Generic Name Monitor,Item model number V196L
"LG Ultragear - 27Gn750, 27 Inch (68.8 Cm) 1920 X 1080 Pixels, 240Hz, 1Ms, G-Sync Compatible, HDR 10, IPS Display Gaming Monitor, Height Adjust, Pivot Stand, Display Port, Hdmi Port, White","29,999","M.R.P: ₹39,999₹39,999",4.6 out of 5 stars,"1,183",Display Resolution Maximum 1920 x 1080 (Full HD),Screen Size 27 Inches,Brand LG Electronics,Refresh Rate 240 Hz,Generic Name Monitor,Item model number 27UL650-W
"ViewSonic Touch Monitor TD2223 54.61 cm (22"") LCD 1920 x 1080 Pixels FHD 1080, IR 10 - Point Touch, 7H Hardness, 75Hz, Dual Speakers, USB 2.0 (Type A x 2 ; Type B x 1), HDMI, DVI, VGA, Black","27,300","M.R.P: ₹32,000₹32,000",4.6 out of 5 stars,50,Display Resolution Maximum 1920 x 1080 Pixels,Screen Size 22 Inches,Brand ViewSonic,Refresh Rate 60 Hz,Generic Name Monitor,Item model number TD2223
"Dell Dell-E2424HS, 23.8"" (60.45 cm) Full HD 1920 x 1080 at 60 Hz, VA-Panel, Built-in Dual Speakers, Brightness 250 cd/m², Colour Support 16.7m, Response Time, 5 ms (Grey-to-Grey Fast), Comfortview.","10,270","M.R.P: ₹27,999₹27,999",5.0 out of 5 stars,2,Display Resolution Maximum 1920 x 1080,Screen Size 24 Inches,Brand Dell,Refresh Rate 60,Generic Name E2424HS,Item model number DELL-E2424HS
"LG 27 Inch Qhd IPS Monitor (2560 X 1440) for Immersive Visuals: Srgb 99% (Typ.) with Hdr10, Anti-Glare, USB-C (60W Pd), Speakers (5W X 2), Pivot, Height, Tilt, Hdmi X 2, Dp, Hp Out, 27Qn850 (Black","28,000","M.R.P: ₹39,954₹39,954",4.6 out of 5 stars,8,Display Resolution Maximum 2560 x 1440 Pixels,Screen Size 27 Inches,Brand LG,Refresh Rate 75 Hz,Generic Name Monitor,Item model number 27QN850-B.ATR
"ASUS ProArt Display 31.5” 1440P Monitor (PA328QV) – IPS, QHD (2560 x 1440), 100% sRGB, 100% Rec.709, Color Accuracy ΔE < 2, Calman Verified, DisplayPort, HDMI, USB Hub, Height Adjustable,Black","45,380","M.R.P: ₹60,990₹60,990",4.3 out of 5 stars,57,Display Resolution Maximum 2560 x 1440 Pixels,Screen Size 31.5 Inches,Brand ASUS,Refresh Rate 75 Hz,Generic Name MONITOR,Item model number PA328QV
"Dell-S2522HG (62.23 cm) FHD Gaming Monitor 1920 x 1080 at 240Hz, IPS Panel,Built-in Devices USB 3.2 Gen 1 hub, Brightness 400 cd/m², 99% sRGB, 16.7M Colors, Comfortview Technology, 3 Year Warranty","27,799","M.R.P: ₹32,104₹32,104",4.5 out of 5 stars,691,Display Resolution Maximum 1920 X 1080 (FHD) Pixels,Screen Size 24.5 Inches,Brand Dell,Refresh Rate 240,"Generic Name DELL 25"" MONITOR",Item model number S2522HG
"BenQ ZOWIE XL2411K 24""(61cm)Premium Esports Grade TN Panel Monitor with Height Adjustment-Full HD,144Hz, 1ms,320nits,DyAc,Black eQualizer,Color Vibrance,XL Setting to Share,HDMI,DP,Matte Finish(Gray)","19,299","M.R.P: ₹32,000₹32,000",4.5 out of 5 stars,"3,025",Display Resolution Maximum 1920 x 1080 Pixels,Screen Size 24 Inches,Brand BenQ,Refresh Rate 144 Hz,Generic Name Monitor,Item model number XL2411K
"Samsung 32-inch(80cm) FHD Odyssey G3 Gaming, 165 Hz, 1 Ms MPRT, Flat Monitor, Height Adjustable Stand, Bezel-Less Display, Eye-Saver Mode, AMD FreeSync Premium, (LS32AG320NWXXL, Black)","22,499","M.R.P: ₹31,900₹31,900",5.0 out of 5 stars,1,"Display Resolution Maximum 1,920 x 1,080 Pixels",Screen Size 32 Inches,Brand Samsung,Refresh Rate 165 Hz,Generic Name Monitor,Item model number LS32AG320NWXXL
"Acer KA270 27 Inch Full HD 1920 X 1080 VA Panel LCD Monitor with LED Backlight I 250 Nits I 1 MS VRB, 75Hz Refresh I HDMI, VGA Ports, Audio in & Audio Out Inbox HDMI Cable I Integrated Stereo Speakers","10,600","M.R.P: ₹14,999₹14,999",4.2 out of 5 stars,26,Display Resolution Maximum 1920x1080 Pixels,Screen Size 27 Inches,Brand Acer,Refresh Rate 75 Hz,Generic Name Monitor,Item model number UM.HX0SI.003
"AOC 24G2E5 24 Inch (61 Cm) 1920 X 1080 Pixels Fhd IPS Gaming LCD Monitor with 75Hz Refresh Rate, 1 Ms Response Time, Adaptivesync, HDR, Tilt Adjustment, Black","9,999","M.R.P: ₹14,999₹14,999",4.0 out of 5 stars,47,Display Resolution Maximum 1920 x 1080 Pixels,Screen Size 61 Centimetres,Brand AOC,Refresh Rate 75 Hz,Generic Name Gaming Monitor,Item model number 24G2E5
LG 32 Ultragear™ UHD Gaming Monitor with 144Hz Refresh Rate,"66,990","M.R.P: ₹84,500₹84,500",Does not exist,Does not exist,Display Resolution Maximum 3840 x 2160 Pixels,Screen Size 32 Inches,Brand LG,Refresh Rate 144 Hz,Generic Name PC Monitor,Item model number 32GR93U-B.ATR
"Samsung 27-inch(68.60cm) 1920 x 1080 Pixels LCD Gaming Monitor, FHD, 144 Hz, 1 Ms, Flat Monitor, HAS, 3-Sided Borderless Display, Eye-Saver Mode, AMD FreeSync Premium (LS27AG30ANWXXL, Black)",Does not exist,Does not exist,4.5 out of 5 stars,62,"Display Resolution Maximum 1,920 x 1,080",Screen Size 27 Inches,Brand Samsung,Refresh Rate 144 Hz,Generic Name Monitor,Item model number LS27AG30ANWXXL
"Lenovo - D32Q-20 D-Series 31.5 Inch (80Cm) 2K Qhd2560 X 1440 Pixels, Ips Monitor | 1.07 Billion Colors, 75Hz, 4Ms, Amd Freesync, Hdmi, Dp, Tilt, Vesa Wall Mount, Tuv Certified Eye Comfort, Raven Black","22,990","M.R.P: ₹29,290₹29,290",4.2 out of 5 stars,166,Display Resolution Maximum 2560 X 1440 (QHD) Pixels,Screen Size 31.5 Inches,Brand Lenovo,Refresh Rate 75,Generic Name Monitor,Item model number D32q-20
"Enter Latest 15 Inch Hd Gaming Monitor Desktop 15.4 Inch Hd Led Backlit Monitor, Multi-Coloured","2,520","M.R.P: ₹3,999₹3,999",Does not exist,Does not exist,None,Screen Size 15 Inches,Brand Generic,Refresh Rate 60 Hz,Generic Name monitor,Item model number 01
"Samsung27-Inch FHD Business Monitor with bezeless Design, IPS Panel, completeconnectivity with Multiple Ports, HAS Stand, VESA Compatibility, Eye savermode, eco-Saving Technology (LS27R650FDWXXL)","19,500","M.R.P: ₹23,599₹23,599",3.9 out of 5 stars,17,"Display Resolution Maximum 1,920 x 1,080 Pixels",Screen Size 27 Inches,Brand Samsung,Refresh Rate 75 Hz,Generic Name MONITOR,Item model number LS27R650FDWXXL
"Consistent 15.1"" Inch,Ultra-Slim Computer Led Monitor With Hdmi (1505H), Black, Pack of 1","3,199","M.R.P: ₹3,500₹3,500",3.1 out of 5 stars,41,Display Resolution Maximum 1080p Full HD,Screen Size 15.1 Inches,Brand Consistent,Refresh Rate 240,Generic Name monitor,Item model number 1505H
"MSI Modern MD272QPW 27 Inch WQHD Office Monitor - 2560 x 1440 Pixels IPS Panel, 75 Hz, Eye-Friendly Screen, Built-in Speakers, 4-Way Adjustable Stand, KVM - DP 1.2, USB Type-C","29,999","M.R.P: ₹34,999₹34,999",3.9 out of 5 stars,16,Display Resolution Maximum 2560 x 1440 Pixels,Screen Size 23.8 Inches,Brand MSI,Refresh Rate 75 Hz,Generic Name Monitor,Item model number PRO MP243
"Dell Dell-E2724HS, 27.01"" (68.60 cm) Full HD 1920 x 1080 at 60 Hz, VA-Panel, Built-in Dual Speakers, Brightness 300 cd/m², Colour Support 16.7m, Response Time, 5 ms Grey-to-Grey Fast, Comfortview.","13,370","M.R.P: ₹33,729₹33,729",4.0 out of 5 stars,1,Display Resolution Maximum 1920 x 1080,Screen Size 27 Inches,Brand Dell,Refresh Rate 60,Generic Name E2724HS,Item model number DELL-E2724HS
"MSI 27 inch IPS Monitor - Full HD (1920x1080), Less Blue Light, Anti-Flicker, Anti-Glare, Tiltable Display, Display Kit, Built-in Speakers, for Learning & Working at Home - MP271, Black","14,490","M.R.P: ₹20,000₹20,000",4.2 out of 5 stars,263,Display Resolution Maximum 1920 x 1080 Pixels,Screen Size 27 Inches,Brand MSI,Refresh Rate 75 Hz,Generic Name IPS Gaming Monitor,Item model number MP271
"ZEBRONICS A24FHD LED, Gaming Monitor, 24 inch (60.96cm), 300 nits, 165Hz, Slim Design, FHD, 1080p, Wall Mountable, HDMI, DisplayPort, USB Port, Ultra Slim Bezel, Metal Stand, Built-in Speakers","8,999","M.R.P: ₹33,999₹33,999",3.8 out of 5 stars,"1,648",Display Resolution Maximum 1920 X 1080 (FHD) Pixels,Screen Size 60.4 Centimetres,Brand ZEBRONICS,Refresh Rate 165 Hz,"Generic Name Zebronics ZEB-A24FHD Slim Gaming LED monitor with 60.4cm (24”) wide screen, Full HD 1920x1080, 165Hz refresh rate, Display port, HDMI, 300cd/m² brightness, USB, Built in speaker and wall mountable",Item model number ZEB - A24FHD
"Philips 271V8/94 27""(68.58 cm) 1920 x 1080 Pixels IPS Panel Smart Image LCD Monitor with LED Backlight, VGA & HDMI Connectivity, FHD, 4ms Response time, 75Hz Refresh Rate, Flicker Free, Black","9,600","M.R.P: ₹22,990₹22,990",4.3 out of 5 stars,691,Display Resolution Maximum 1920 x 1080 (Full HD),Screen Size 27 Inches,Brand Philips Monitors,Refresh Rate 75,Generic Name Monitor,Item model number 271V8/94
"Philips 276E8VJSB 27""(68.5cm) 3840 x 2160 Pixels 4K UHD IPS LED Computer Monitor, 1 Billion+ Colors, Ultra Narrow Borders, Low Blue, Multi-View, (Black, Gunmetal, 276E8VJSB/94)","21,000","M.R.P: ₹53,990₹53,990",4.1 out of 5 stars,76,Display Resolution Maximum 3840 x 2160 Pixels,Screen Size 27 Inches,Brand Philips Monitors,Refresh Rate 60 Hz,Generic Name Monitor,Item model number 276E8VJSB/94
"Samsung 34-inch(86.4cm) LED 3440 x 1440 Pixels 2K WQHD, Curved Monitor, 21:9 Ultrawide, PBP, PIP, 100Hz, QLED, Thunderbolt 3 Port (LC34J791WTWXXL, Gray)",Does not exist,Does not exist,4.1 out of 5 stars,95,Display Resolution Maximum 3440 x 1440 (Ultrawide QHD),Screen Size 34 Inches,Brand Samsung,Refresh Rate 100,Generic Name Monitors,Item model number LC34J791WTWXXL
"GIGABYTE M32U 32"" 144Hz 4K FreeSync Compatible Gaming Monitor, SS IPS, 3840 x 2160 Pixels Display, 1ms Response Time (MPRT), Display Port 1.4, 2X HDMI 2.1, 3X USB 3.0, USB Type C, Black",Does not exist,Does not exist,4.7 out of 5 stars,5,Display Resolution Maximum 3840 x 2160 Pixels,Screen Size 31.5 Inches,Brand GIGABYTE,Refresh Rate 144 Hz,Generic Name Monitor,Item model number M32U
"Lenovo ThinkVision T24m-20 23.8” (60.45cms) FHD IPS (1920x1080) Monitor, HDMI, DP and USB, 60Hz Refresh Rate, Tilt, Swivel, Pivot, Height Adjust Stand, (62CDGAR6WW)- Raven Black","18,799","M.R.P: ₹32,000₹32,000",1.0 out of 5 stars,1,Display Resolution Maximum 1920 x 1080 Pixels,Screen Size 23.8 Inches,Brand Lenovo,Refresh Rate 60 Hz,Generic Name Monitor,Item model number ThinkVision T24m-20
"(Refurbished) BenQ Gw2480T 24 Inches 1080P 1920 X 1080 Pixels Ips Eye-Care Monitor, Height Adjustment, H, Black","8,880","New Price: ₹10,700₹10,700",4.0 out of 5 stars,13,Display Resolution Maximum 1920 x 1080 (Full HD),Screen Size 27 Inches,Brand BenQ,Refresh Rate 60 Hz,Generic Name monitor,Item model number 2480T-cr
"Acer Ka270H 27 Inch (68.58 Cm) Lcd Full Hd 1920 x 1080 Pixels Va Panel Backlit Led Monitor I 178 Degree Wide View Angle I 300 Nits Brightness I Hdmi, Vga, Dvi Ports With Inbox Dvi & Vga Cables (Black)",Does not exist,Does not exist,4.0 out of 5 stars,123,Display Resolution Maximum 1920 x 1080 Pixels,Screen Size 27 Inches,Brand Acer,Refresh Rate 60 Hz,Generic Name Monitor,Item model number UM.HX0SS.A03
"ViewSonic 24-inch Full HD IPS Professional Monitor with Dual Speakers, Hight Adjustable, Tilt,Pivort,Swivel, USB Hub, DP, HDMI, VGA, Srgb104%, vDisplay Manager & -VG2448",Does not exist,Does not exist,4.5 out of 5 stars,"1,138",Display Resolution Maximum 1920x1080 Pixels,Screen Size 24 Inches,Brand ViewSonic,Refresh Rate 60 Hz,Generic Name Monitor,Item model number VG2448
"Philips 193V5Lsb2/94 19 Inch (48.26 Cm) 1366 X 768 Pixels, Smart Control Monitor with Tft/LCD Display Vga Port, 5 Ms Response Time, Full Hd, Free Sync, 60Hz Refresh Rate, Flicker Free, Black","8,034","M.R.P: ₹9,990₹9,990",3.6 out of 5 stars,33,Display Resolution Maximum 1366 x 768 (HD Ready),Screen Size 18.5 Inches,Brand Philips Monitors,Refresh Rate 60,Generic Name Monitor,Item model number 193V5LSB2/94
"Samsung 109.22 cm (43 inch) h 4K Smart Monitor with Netflix, YouTube, Prime Video and Apple TV Streaming (LS43AM700UWXXL, Black)",Does not exist,Does not exist,4.2 out of 5 stars,97,"Display Resolution Maximum Resolution 3,840 x 2,160",Screen Size 43 Inches,Brand Samsung,Refresh Rate 60 Hz,Generic Name Monitor,Item model number LS43AM700UWXXL
"Lenovo D-Series 32 inch (80cm), 3840x2160 Pixels 4K Monitor | 60Hz, 72% NTSC, 4ms, 2xHDMI 2.0, DP 1.2, Tilt Stand, VESA Mount: for Home & Office use, 3 Year Warranty, Black, D32u-40","25,099","M.R.P: ₹31,790₹31,790",Does not exist,Does not exist,Display Resolution Maximum 3840x2160,Screen Size 31.5 Inches,Brand Lenovo,Refresh Rate 60 Hz,Generic Name Monitor,Item model number 66FDGAC2IN
"AOC 22B2H 21.5 Inch Ultra Slim LED Monitor Which is 3 Sided Frameless with Va Panel Hdmi/Vga Port, Full Hd, Free-Sync, 6.5 Ms Response Time, 75Hz Refresh Rate, Vesa Mount Support, Flicker-Free, Black","6,499","M.R.P: ₹14,999₹14,999",4.3 out of 5 stars,77,Display Resolution Maximum 1920 x 1080 (Full HD),Screen Size 21.5 Inches,Brand AOC,Refresh Rate 75,Generic Name Monitor,Item model number 22B2H
"(Refurbished) BenQ 23.8 Inch Eye-Care Fhd Ips Monitor (Ew2480), Black","8,631","M.R.P.: ₹18,990₹18,990",3.4 out of 5 stars,18,Display Resolution Maximum 1920 x 1080 (Full HD),Screen Size 23.8 Inches,Brand BenQ,Refresh Rate 60 Hz,Generic Name monitor,Item model number EW2480-cr
"LG Electronics Ultragear 68.58 Cm(27 Inch) 4K-Uhd,Nano IPS 144Hz,1Ms G-Sync Compatible Gaming Monitor-with Vesa HDR 600-Display Port,Hdmi,USB Up/Down,Has Stand,RGB Sphere Lighting-27Gn950(Black)","82,000","M.R.P: ₹1,20,000₹1,20,000",4.6 out of 5 stars,103,Display Resolution Maximum 3840 x 2160 Pixels,Screen Size 27 Inches,Brand LG,Refresh Rate 144 Hz,Generic Name Monitor,Item model number 27GN950-B
"Philips 2560 x 1440 Pixels 32 inches LCD Monitor with LED Back Lights, with Quad HD Picture Quality 1.07 Billion Colors, Black (325E8/94)","20,160","M.R.P: ₹41,990₹41,990",3.5 out of 5 stars,21,Display Resolution Maximum 2560 x 1440 Pixels,Screen Size 31.5 Inches,Brand Philips Monitors,Refresh Rate 75 Hz,Generic Name Monitor,Item model number 325E8/94
